ID,Question,Choice_1,Choice_2,Choice_3,Choice_4,Answer
225,Which type of data is collected without intervention?,Experimental data,Observational data,Simulated data,Secondary data,Observational data
226,A sample is:,The whole population,A subset of the population,Always random,Always equal to the population,A subset of the population
227,In simple random sampling:,Every member has an equal chance of selection,Only specific groups are chosen,Sampling depends on convenience,The sample size is always 100,Every member has an equal chance of selection
228,The normal distribution curve is:,Asymmetric,Bimodal,Symmetric and bell-shaped,Flat and uniform,Symmetric and bell-shaped
229,The mean of a sampling distribution of the mean equals:,Sample mean,Population mean,Variance,Standard error,Population mean
230,The Central Limit Theorem states that sampling distribution tends to:,Poisson distribution,Normal distribution,Exponential distribution,Binomial distribution,Normal distribution
231,The standard error decreases when:,Sample size decreases,Sample size increases,Variance increases,Population mean increases,Sample size increases
232,A confidence interval provides:,Exact population mean,A range where the population parameter is likely to fall,Hypothesis test results,Sample size requirements,A range where the population parameter is likely to fall
233,A 95% confidence interval means:,95% of the population lies in the interval,95% of sample data lies in the interval,95% chance the true parameter is within the interval,95% accuracy in data collection,95% chance the true parameter is within the interval
234,Which distribution is used for large sample sizes?,t-distribution,Normal distribution,F-distribution,Poisson distribution,Normal distribution
235,Which distribution is used when population variance is unknown and n < 30?,Normal distribution,t-distribution,Chi-square distribution,Binomial distribution,t-distribution
236,The null hypothesis is usually a statement of:,Difference,Equality,Change,Correlation,Equality
237,Rejecting a true null hypothesis is called:,Type I error,Type II error,Correct decision,Bias,Type I error
238,Failing to reject a false null hypothesis is called:,Type I error,Type II error,Significance,Power,Type II error
239,The p-value represents:,The probability of rejecting H0 when it is true,The probability of data given H0 is true,The probability of making a Type II error,The population mean,The probability of data given H0 is true
240,"At 5% significance level,what is the significance level =",0.01,0.05,0.1,0.95,0.05
241,A two-tailed test is used when:,Only increase is tested,Only decrease is tested,Both increase and decrease are tested,Neither direction is tested,Both increase and decrease are tested
242,Which test is used to compare means of two independent samples?,Chi-square test,t-test,ANOVA,Z-test,t-test
243,Chi-square test is mainly used for:,Testing variance,Testing proportions,Testing means,Regression,Testing proportions
244,ANOVA is used to test:,Difference between two means,Difference between more than two means,Difference between two variances,Difference between two proportions,Difference between more than two means
245,"If p-value <alpha, we:",Fail to reject H0,Reject H0,Accept H0,Ignore test,Reject H0
246,Correlation measures:,Causation,Strength and direction of linear relationship,Sample size,Variance,Strength and direction of linear relationship
248,"In simple linear regression, the dependent variable is modeled as:",Y = aX + b,Y = a + bX,Y = abX,Y = X≤ + a,Y = a + bX
249,"If r = 0.95, the relationship between X and Y is:",Weak positive,Strong positive,Weak negative,Strong negative,Strong positive
250,The coefficient of determination (R≤) indicates:,The slope of regression line,Proportion of variance explained by the model,Correlation between variables,Mean of errors,Proportion of variance explained by the model
251,Which method estimates regression coefficients?,Method of least squares,Method of moments,Newton-Raphson method,Simpson's rule,Method of least squares
252,A positive correlation implies:,"As X increases, Y decreases","As X increases, Y increases",No relationship,Inverse relationship,"As X increases, Y increases"
253,"If regression line passes through origin, intercept is:",0,1,Undefined,Equal to slope,0
254,Which of the following is a non-linear regression model?,Y = a + bX,Y = aX^b,Y = a + bX + cX≤,Y = a + bX,Y = aX^b
255,Multicollinearity occurs when:,Independent variables are highly correlated,Dependent variables are correlated,Errors are correlated,Sample size is small,Independent variables are highly correlated
256,The basic principle of design of experiments is:,Maximization,"Randomization, replication, and local control",Correlation,Sampling,"Randomization, replication, and local control"
257,Randomization in experiments ensures:,Bias,Elimination of systematic errors,Maximization of results,Higher significance,Elimination of systematic errors
258,Replication in experiments helps to:,Introduce bias,Reduce variability,Eliminate correlation,Reduce sample size,Reduce variability
259,Blocking in experimental design is used to:,Increase randomness,Reduce variability from known sources,Avoid hypothesis testing,Improve correlation,Reduce variability from known sources
260,A completely randomized design (CRD) is best suited when:,Experimental units are heterogeneous,Experimental units are homogeneous,There is correlation,There are multiple regressions,Experimental units are homogeneous
261,Factorial designs are used to:,Test one factor at a time,Study effects of two or more factors simultaneously,Eliminate all variability,Randomize data collection,Study effects of two or more factors simultaneously
262,"In ANOVA, the total variation is divided into:",Treatment and error,Regression and correlation,Mean and variance,Blocks and samples,Treatment and error
263,Which design compares treatments in pairs?,Factorial design,Completely randomized design,Paired comparison design,Randomized block design,Paired comparison design
264,Latin square design controls variability in:,One direction,Two directions,Three directions,No direction,Two directions
265,The directional derivative of a scalar function f in the direction of a unit vector u is defined as:,Nabla x u,Nabla ∑ u,f(u)'' =f(0),d(x)/du,Nabla ∑ u
266,Which operator is represented by Nabla ∑ F?,Gradient,Divergence,Curl,Scalar Laplacian,Divergence
267,The curl of a vector field F is written as:,Nabla ∑ F,Nabla x F,NablaF,F ∑ Nabla,Nabla x F
268,"If The curl of a function is zero, the field is said to be:",Solenoidal,Irrotational,Divergent,Conservative only if The divergence of a function is zero,Irrotational
269,"If The divergence of a function is zero, the field is:",Solenoidal,Conservative,Rotational,Zero everywhere,Solenoidal
270,The Laplacian of a scalar function f is:,Nabla x f,Nabla≤f = Nabla ∑ (?f),Nabla ∑ f,Nabla∑ Nabla,Nabla≤f = Nabla ∑ (?f)
271,Which theorem relates the flux of a vector field through a closed surface to the divergence of the field inside?,Green's Theorem,Stokes' Theorem,Divergence Theorem,Gauss-Jordan Theorem,Divergence Theorem
272,Which theorem relates a line integral around a closed curve to a double integral of the curl over the surface bounded by the curve?,Green's Theorem,Stokes' Theorem,Divergence Theorem,Cauchy Integral Theorem,Green's Theorem
273,Green's theorem is a special case of which more general theorem?,Stokes' Theorem,Divergence Theorem,Gauss' Theorem,Lagrange's Identity,Stokes' Theorem
274,The gradient of a scalar field is always:,A scalar,A vector,A matrix,Zero,A vector
275,The divergence of a curl is always:,Zero,Equal to Laplacian,The gradient,Not defined,Zero
276,The curl of a gradient is always:,Zero,Equal to divergence,Equal to Laplacian,A constant vector,Zero
277,The divergence theorem is also known as:,Gauss' Theorem,Green's Theorem,Stokes' Theorem,Euler's Theorem,Gauss' Theorem
278,"If nabla x F = 0 , then the vector field F is called:",Solenoidal,Conservative,Rotational,Irrotational only if curl is zero,Conservative
279,Which of the following operators gives the flux density at a point?,Gradient,Divergence,Curl,Dot Product,Divergence
280,Which theorem converts a surface integral of curl into a line integral?,Green's Theorem,Stokes' Theorem,Divergence Theorem,Helmholtz Decomposition Theorem,Stokes' Theorem
281,"If a vector field has zero curl, it is locally:",Conservative,Solenoidal,Uniform,Non-divergent,Conservative
282,"In Green's theorem, the line integral over a closed curve equals:",A double integral of divergence,A double integral of curl,A volume integral,A Laplacian integral,A double integral of curl
283,The Laplacian operator is often used in:,Heat and wave equations,Basic algebra,Probability,Geometry only,Heat and wave equations
284,The vector operator (Reverse Delta) is called:,Nabla,Lambda,Delta,Curl,Nabla
285,Which of the following represents the circulation of a vector field?,Line integral,Surface integral of divergence,Volume integral of Laplacian,Gradient vector,Line integral
286,The divergence theorem converts a volume integral into:,A line integral,A surface integral,A scalar function,A curl integral,A surface integral
287,The curl of a velocity field in fluid mechanics represents:,Expansion,Rotation (vorticity),Acceleration,Pressure,Rotation (vorticity)
288,Which theorem is applied in electromagnetism to convert volume charge density to electric flux?,Stokes' Theorem,Gauss' Divergence Theorem,Green's Theorem,Lagrange's Theorem,Gauss' Divergence Theorem
289,The vector Laplacian of a vector field F is given by:,Nabla ∑ (NablaF),Nabla≤F,Nabla x (Nabla ∑ F),F x Nabla≤,Nabla≤F
290,"If Nabla= 0 everywhere, then f is:",Constant,Zero,Divergent,Undefined,Constant
291,A vector field is solenoidal if:,The divergence of a function is zero,The curl of a function is zero,The laplacian of a function is zero,F = 0,The divergence of a function is zero
292,Which theorem relates work done in a force field to potential difference?,Conservative Field Theorem,Green's Theorem,Stokes' Theorem,Divergence Theorem,Conservative Field Theorem
293,The operator delta squared is commonly called:,Divergence,Curl,Laplacian,Gradient,Laplacian
295,"In physics, the gradient of potential energy gives:",Velocity,Force,Work,Acceleration,Force
296,"In fluid dynamics, Nabla ∑ V = 0 implies:",Compressible flow,Incompressible flow,Rotational flow,Unsteady flow,Incompressible flow
297,The curl of a vector field F at a point gives:,The magnitude of field,The rotation of field around that point,The divergence at that point,The Laplacian at that point,The rotation of field around that point
298,Which theorem is used in converting between surface and line integrals in 2D?,Stokes' Theorem,Green's Theorem,Gauss' Theorem,Fourier Theorem,Green's Theorem
299,Which operation is path independent for conservative fields?,Line integral,Surface integral,Volume integral,Curl integral,Line integral
300,The operator Nabla produces:,A scalar field,A vector field,A tensor field,Zero field,A vector field
301,The divergence theorem requires the region to be:,Bounded and closed,Unbounded,Infinite,Flat surface only,Bounded and closed
302,Which theorem relates curl with line integral of a vector field?,Stokes' Theorem,Divergence Theorem,Green's Theorem,Gauss' Theorem,Stokes' Theorem
303,"If the curl of a vector field is not zero, the field is said to be:",Rotational,Conservative,Solenoidal,Uniform,Rotational
304,"In Green's theorem, dxdy region corresponds to:",The enclosed area in the xy-plane,The volume in space,The flux of field,The curl in 3D,The enclosed area in the xy-plane
305,The Laplacian of a vector field is applied in which equation of electromagnetism?,Poisson's Equation,Faraday's Law,Ampere's Law,Gauss' Law,Poisson's Equation
306,Which theorem is applied in fluid dynamics to relate flux and divergence?,Divergence Theorem,Stokes' Theorem,Green's Theorem,Fourier Transform Theorem,Divergence Theorem
307,"If a field is both solenoidal and irrotational, then:",It must be zero everywhere,It is harmonic (satisfies Laplace's equation),It is infinite,It cannot exist,It is harmonic (satisfies Laplace's equation)
308,Which theorem reduces 3D integrals to 2D integrals?,Stokes' Theorem,Divergence Theorem,Helmholtz Theorem,Green's Theorem,Divergence Theorem
309,Which theorem reduces 2D integrals to 1D integrals?,Green's Theorem,Stokes' Theorem,Gauss' Divergence Theorem,Cauchy's Theorem,Green's Theorem
310,The unit normal vector in divergence theorem points:,Inward,Outward,Along x-axis,Along curl,Outward
311,The curl operator is related to which type of integral?,Line integral,Surface integral,Volume integral,Laplacian integral,Line integral
312,The divergence operator is related to which type of integral?,Line integral,Surface integral,Volume integral,Path integral,Surface integral
313,The Z-transform of a discrete-time sequence x[n] is defined as:,x[n] e^{-jnœâ},x[n] z^{-n},à´ x(t) e^{-st} dt,x[n] sin(n),x[n] z^{-n}
314,What is the inverse Z-transform used for?,To convert frequency domain to time domain,To convert continuous signals to discrete signals,To recover x[n] from its Z-transform X(z),To compute Laplace transforms,To recover x[n] from its Z-transform X(z)
315,The region of convergence (ROC) of a Z-transform is:,A set of real numbers,A set of complex z-values,Always the unit circle,Equal to frequency domain values,A set of complex z-values
316,Which condition ensures the existence of a Z-transform?,The sequence must be finite,The sequence must converge absolutely,The sequence must be causal only,The sequence must be periodic,The sequence must converge absolutely
317,What is the Z-transform of [n] (unit impulse)?,z,1,1/(1-z^{-1}),z^{-1},1
318,The Z-transform of u[n] (unit step) is:,1/(1-z^{-1}),z/(z-1),1/(1+z^{-1}),z^{-1}/(1-z^{-1}),z/(z-1)
319,The Z-transform is most closely related to:,Laplace Transform,Fourier Transform,Convolution,Correlation,Laplace Transform
320,The convolution theorem of Z-transform states:,Convolution in time corresponds to multiplication in Z-domain,Convolution in Z-domain corresponds to addition in time domain,Convolution in time corresponds to division in Z-domain,Convolution in frequency corresponds to integration,Convolution in time corresponds to multiplication in Z-domain
321,What is the initial value theorem for Z-transform?,x[0] = lim (z to z) X(z),x[z] = lim (z to z) X(z),x[0] = lim (z to 0) X(z),x[n] = lim (z to 1) X(z),x[0] = lim (z to z) X(z)
322,What is the final value theorem for Z-transform?,x[z] = lim (z to z) X(z),x[z] = lim (z to 1) (1-z^{-1}) X(z),x[0] = lim (z to 0) X(z),x[z] = lim (z to 1) X(z),x[z] = lim (z to 1) (1-z^{-1}) X(z)
323,The convolution of two sequences x[n] and h[n] is defined as:,x[n] h[n],x[k] h[n-k],x[n] h[k],x[k] h[k+n],x[k] h[n-k]
324,Convolution of a sequence with [n] (impulse) yields:,Zero,Unit step,The original sequence,Scaled sequence,The original sequence
325,Which property holds true for convolution?,Associative,Distributive,Commutative,All of the above,All of the above
326,Convolution in time domain corresponds to what in frequency domain?,Multiplication,Division,Addition,Correlation,Multiplication
327,The graphical method of convolution is called:,Time folding and shifting,Region of convergence,Partial fraction expansion,Laplace inversion,Time folding and shifting
328,Which operation measures similarity between two signals as one is shifted over the other?,Convolution,Correlation,Z-transform,Laplace transform,Correlation
329,Cross-correlation of two signals x[n] and y[n] is defined as:,x[k] y[k],x[k] y[n+k],x[k] y[n-k],x[n] y[k-n],x[k] y[n+k]
330,Auto-correlation of a signal is:,Correlation of signal with shifted impulse,Correlation of signal with itself,Convolution of signal with its inverse,Always equal to zero,Correlation of signal with itself
331,Which property is true for auto-correlation?,Even function,Odd function,Always zero,Non-causal,Even function
332,Correlation is used to measure:,Similarity,Energy,Causality,ROC,Similarity
333,Which transform is useful for analyzing linear shift-invariant systems in discrete time?,Laplace Transform,Fourier Transform,Z-Transform,Hilbert Transform,Z-Transform
334,"Which sequence corresponds to X(z) = 1/(1-az^{-1}), |z| > |a|?",[n],u[n],a^n u[n],(-a)^n u[n],a^n u[n]
335,"If X(z) = z/(z-a), then the time-domain sequence is:",a^n u[n],[n-a],e^{an},n a^n,a^n u[n]
336,The convolution of two finite sequences results in:,A shorter sequence,A sequence with length N+M-1,Always same length,Infinite sequence only,A sequence with length N+M-1
337,Which of the following is NOT a property of convolution?,Commutativity,Associativity,Distributivity,Differentiability,Differentiability
338,Cross-correlation differs from convolution in that:,There is no time-reversal in correlation,Correlation is always symmetric,Convolution requires periodic signals,Correlation only works in frequency domain,There is no time-reversal in correlation
339,Which operation is used in matched filtering in communication?,Correlation,Convolution,Z-transform,Fourier Transform,Correlation
340,Which transform is obtained by evaluating the Z-transform on the unit circle?,Laplace Transform,Fourier Transform,Inverse Transform,Correlation Transform,Fourier Transform
341,What does the ROC of a right-sided sequence exclude?,Outside a circle,Inside a circle,The origin,Infinity,Inside a circle
342,What does the ROC of a left-sided sequence exclude?,Outside a circle,Inside a circle,The unit circle,Zero,Outside a circle
343,The convolution of two causal sequences is always:,Causal,Anti-causal,Finite,Periodic,Causal
344,Which value does auto-correlation Rxx[0] represent?,Energy of the signal,Similarity with shifted version,Zero always,ROC boundary,Energy of the signal
345,"If x[n] = {1,2} and h[n] = {1,1} their convolution length is:",2,3,4,5,3
346,Which theorem states multiplication in time corresponds to convolution in frequency?,Convolution Theorem,Correlation Theorem,Duality Theorem,Parseval's Theorem,Duality Theorem
347,The Z-transform is especially useful in analyzing:,Continuous-time systems,Discrete-time systems,Analog circuits only,Purely nonlinear systems,Discrete-time systems
348,"If x[n] = [n] + [n-1], its Z-transform is:",1 + z^{-1},z + z^2,1 - z^{-1},z/(z-1),1 + z^{-1}
349,The convolution operation in time domain is equivalent to what operation in Z-domain?,Multiplication,Division,Addition,Shifting,Multiplication
350,Correlation helps determine:,Causality of system,Periodicity of sequence,Similarity and delay between signals,Region of convergence,Similarity and delay between signals
351,The symmetry property of cross-correlation is:,Rxy[n] = Ryx[n],Rxy[n] = Ryx[-n],Rxy[n] = -Ryx[n],Rxy[n] = Rxx[n],Rxy[n] = Ryx[-n]
352,Which property is true for energy signals in correlation?,Rxx[0] = Energy,Rxx[n] = Energy for all n,Rxx[n] = 0 for all n,Rxx[z] = Energy,Rxx[0] = Energy
353,"If x[n] = {1,2,3} and y[n] = {1,1} then correlation length is:",3,4,5,6,4
354,Correlation in frequency domain is represented by:,Product of Fourier transforms,Product of Fourier transform of one and conjugate of the other,Convolution of transforms,Division of transforms,Product of Fourier transform of one and conjugate of the other
355,The Z-transform of a shifted sequence x[n-k] is:,z^k X(z),z^{-k} X(z),X(z+k),X(z-k),z^{-k} X(z)
356,Convolution is essential for finding:,Impulse response,System output,Autocorrelation,Z-transform,System output
357,Which type of correlation is commonly used in radar and communication systems?,Auto-correlation,Cross-correlation,Circular correlation,Normalized correlation,Cross-correlation
358,The Z-transform of a^n u[n] is:,1/(1-az^{-1}),z/(z-a),1/(1-a),1+az^{-1},z/(z-a)
359,The Fourier transform of the auto-correlation function gives:,Phase spectrum,Energy spectrum,Power spectral density,Impulse response,Power spectral density
360,What are poles of a transfer function?,Values of s that make the numerator zero,Values of s that make the denominator zero,Values of s that maximize the gain,Values of s that correspond to system zeros,Values of s that make the denominator zero
361,What are zeros of a transfer function?,Values of s that make the numerator zero,Values of s that make the denominator zero,Points where the system has infinite gain,Locations of system stability,Values of s that make the numerator zero
362,Which of the following indicates a stable system in pole-zero analysis?,Poles lie on the right-half of the s-plane,Poles lie on the left-half of the s-plane,Zeros lie on the right-half of the s-plane,Zeros lie at infinity,Poles lie on the left-half of the s-plane
363,"If the transfer function has a pole at s = 0, what does it indicate?",System is unstable,System has an integrator,System is overdamped,System has oscillatory response,System has an integrator
364,What is the effect of adding a zero to the transfer function?,Shifts system poles,Changes transient response,Always destabilizes the system,Removes damping,Changes transient response
365,Which tool is commonly used to represent poles and zeros graphically?,Nyquist plot,Bode plot,Pole-zero plot,Nichols chart,Pole-zero plot
366,What is the dominant pole?,The pole with the largest magnitude,The pole closest to the imaginary axis,The pole farthest from the origin,The pole that corresponds to system zeros,The pole closest to the imaginary axis
367,What is the steady-state response of a system determined by?,Zeros only,Poles only,Both poles and zeros,Only the system gain,Poles only
368,The location of system poles in the s-plane determines:,Steady-state error,Transient response and stability,Signal flow representation,Block diagram structure,Transient response and stability
369,"For a critically damped system, where are the poles located?",On the imaginary axis,At the origin,Repeated real poles on the negative real axis,Complex conjugates,Repeated real poles on the negative real axis
370,What does a complex conjugate pair of poles represent?,Oscillatory behavior,Purely overdamped response,System instability,Constant gain response,Oscillatory behavior
371,What is the transient response?,The response after steady-state is achieved,The response due to initial energy storage elements,The final system output,The frequency-domain response only,The response due to initial energy storage elements
372,What determines the speed of transient response?,Pole location,Zero location,System order only,Feedback gain only,Pole location
373,A larger damping ratio results in:,Faster oscillations,Slower settling,Reduced overshoot,Increased instability,Reduced overshoot
374,Which system has no oscillations in transient response?,Underdamped system,Overdamped system,Critically damped system,Both overdamped and critically damped systems,Both overdamped and critically damped systems
375,The rise time of a system response is:,Time taken to reach maximum overshoot,Time to rise from 10% to 90% of final value,Time to settle within ±5%,Time constant of the system,Time to rise from 10% to 90% of final value
376,What is settling time?,Time to reach 50% of steady-state value,Time to settle within a tolerance band of final value,Time to first peak overshoot,Time constant of the dominant pole,Time to settle within a tolerance band of final value
377,Which transient response parameter measures maximum overshoot?,Rise time,Peak time,Settling time,Steady-state error,Peak time
378,The presence of right-half-plane poles results in:,Overdamped behavior,Unstable response,Improved transient response,Stable oscillations,Unstable response
379,"If all poles are at negative infinity, the system behaves like:",An integrator,A differentiator,A pure delay,A constant gain system,A constant gain system
380,Which component of response vanishes over time in a stable system?,Steady-state response,Transient response,Forced response,Input signal,Transient response
381,Which response remains after transients decay?,Initial response,Impulse response,Steady-state response,Step response,Steady-state response
382,A unit step input is commonly used to analyze:,Frequency response,Transient response,Block diagrams,Zeros of system,Transient response
383,Which of the following is NOT part of transient response specifications?,Rise time,Peak overshoot,Settling time,DC gain,DC gain
384,What is the main purpose of block diagram representation?,To display physical components only,To represent system equations graphically,To determine step response,To measure damping ratio,To represent system equations graphically
385,What does a block in a block diagram represent?,System dynamics as transfer function,Physical wiring,Poles only,Zeros only,System dynamics as transfer function
386,What does a summing point in a block diagram indicate?,Multiplication of signals,Addition or subtraction of signals,Feedback loop elimination,Signal delay,Addition or subtraction of signals
387,What does a take-off point in a block diagram represent?,Merging signals,Branching of signals,Signal inversion,Pole-zero cancellation,Branching of signals
388,What is signal flow graph mainly used for?,To find stability of system,To find transfer function using Mason's gain formula,To analyze frequency response,To draw pole-zero plot,To find transfer function using Mason's gain formula
389,Which formula is used to determine overall gain from a signal flow graph?,Routh-Hurwitz formula,Mason's gain formula,Laplace transform,Fourier transform,Mason's gain formula
390,What does a feedback loop in a block diagram represent?,Signal delay,Return of a portion of output to input,Only positive gain,Only integrator action,Return of a portion of output to input
391,"In block diagram reduction, series blocks are:",Added,Multiplied,Subtracted,Divided,Multiplied
392,"In block diagram reduction, parallel blocks are:",Added,Multiplied,Subtracted,Divided,Added
393,A unity feedback system means:,Feedback transfer function = 0,Feedback transfer function = 1,No feedback applied,Poles and zeros cancel,Feedback transfer function = 1
394,What is the advantage of using block diagrams?,Complexity increases,Provides clear structure for system analysis,Removes need for Laplace transform,Eliminates poles and zeros,Provides clear structure for system analysis
395,Which rule is applied for reducing block diagrams with feedback?,Mason's rule,Feedback formula G/(1+GH),Superposition theorem,Cramer's rule,Feedback formula G/(1+GH)
396,Which representation is more general than block diagram?,Signal flow graph,Pole-zero plot,Nyquist plot,Step response,Signal flow graph
397,Which parameter is NOT found using signal flow graph?,Overall transfer function,Forward paths,Feedback loops,Rise time,Rise time
398,What is a forward path in signal flow graph?,Any closed loop,A path from input to output without repeating nodes,A feedback loop,Path through summing points only,A path from input to output without repeating nodes
399,What is a loop gain in signal flow graph?,Product of branch gains along a closed path,Sum of all feedback signals,Gain of series blocks,Gain of parallel blocks,Product of branch gains along a closed path
400,Which of the following simplifies complex systems effectively?,Laplace transform,Block diagram reduction,Signal flow graph analysis,All of the above,All of the above
401,Poles close to the imaginary axis result in:,Fast transient response,Slow transient response,Improved stability,No steady-state error,Slow transient response
402,"If a system has no poles in the right half-plane, the system is:",Stable,Unstable,Marginally stable,Oscillatory unstable,Stable
403,"If poles lie on the imaginary axis, the system is:",Stable,Unstable,Marginally stable,Overdamped,Marginally stable
404,Which component dictates overshoot in transient response?,Poles only,Zeros only,Damping ratio,Gain margin,Damping ratio
405,Pole-zero cancellation in transfer function usually results in:,Improved stability always,Potential loss of controllability or observability,No effect on transient response,Faster rise time always,Potential loss of controllability or observability
406,Which is true about signal flow graph vs block diagram?,Signal flow graph handles complex interconnections better,Block diagram always shows less information,Block diagrams are equivalent to pole-zero plots,Signal flow graphs cannot show feedback,Signal flow graph handles complex interconnections better
407,A delay element in block diagrams is represented by:,1/s,e^(-sT),s,K,e^(-sT)
